gene	rowname	B.cell	B.cell.1	B.cell.2	B.cell.3	CD34..Hematopoetic.Stem.cells	CD34..Hematopoetic.Stem.cells.1	CD34..Hematopoetic.Stem.cells.2	gamma.delta.T.cell	gamma.delta.T.cell.1	gamma.delta.T.cell.2	gamma.delta.T.cell.3	gamma.delta.T.cell.4	gamma.delta.T.cell.5	gamma.delta.T.cell.6	gamma.delta.T.cell.7	DC_Control	DC_Control.1	DC_Control.2	DC_Control.3	DC_Control.4	DC_Control.5	DC_Control.6	DC_Control.7	DC_Control.8	gamma.delta.T.cell.normal	gamma.delta.T.cell.normal.1	Immature.DCs	Immature.DCs.1	Immature.DCs.2	Immature.DCs.3	Immature.DCs.1.1	Immature.DCs.2.1	mast.cell	mast.cell.1	mast.cell.2	mast.cell.3	uninfected.mDC	uninfected.mDC.1	uninfected.mDC.2	uninfected.mDC.3	Monocyte	Monocyte.1	Monocyte.2	Monocyte.3	Monocyte.4	Monocyte.5	Neutrophil	Neutrophil.1	Neutrophil.2	Neutrophil.3	Neutrophil	Neutrophil.1	Neutrophil.2	NK_Donor	NK_Donor.1	NK_Donor.2	NK_Donor.3	NK_Donor.4	NK_Donor.5	NK_Donor.6	NK_Donor.7	pDC_healthy	pDC_healthy.1	pDC_healthy.2	pDC_healthy.3	pDC_healthy.4	pDC_healthy.5	pDC_healthy.6	pDC_healthy.7	pDC_healthy.8	pDC_healthy.9	pDC_healthy.10	pDC_healthy.11	pDC_healthy.12	Resting_CD4.T.cell	Resting_CD4.T.cell.1	Resting_CD4.T.cell.2	Resting_CD4.T.cell.3	Resting_NK	Resting_NK.1	Resting_NK.2	Resting_NK.3	Resting_NKT	Resting_NKT.1	Resting_NKT.2	Resting_NKT.3	Resting_NKT.4	Resting_NKT.5	T_cell.CD4.	T_cell.CD4..1	T_cell.CD4..2	T_cell.CD8._naive	T_cell.CD8._naive.1	T_cell.CD8._naive.2	T_cell.CD8._naive.3	T_cell.CD8.	T_cell.CD8..1	T_cell.CD8..2	T_cell.CD8..3	T_cell.CD8..4	T_cell.CD8..5	Th17	Th17.1	Th17.2	Th17.3	Th17.4	Th17.5	Th17.6	Th17.7	Th17.8	TSI_j
POLR2K	9802	0.821600424	0.91615229	0.862820338	0.868157384	0.743784911	0.860632983	0.896579474	0.763752878	0.72740733	0.763658451	0.804922604	0.751790151	0.741360467	0.763614763	0.759048044	0.7489741	0.775171359	0.776350939	0.777580484	0.767568621	0.782027409	0.738682545	0.757964735	0.764295469	0.954297477	0.952849594	0.743310037	0.780431444	0.772152301	0.666077736	0.668131137	0.651986822	0.778497482	0.776542352	0.772539989	0.769789051	0.469412241	0.355106615	0.437455072	0.5239537	0.900022905	0.886354164	0.797585716	0.871521072	0.905398255	0.847898021	0.572158869	0.587599398	0.58533656	0.656031567	0.680725043	0.587608837	0.626982479	0.99277444	0.97777937	1	0.961003339	0.969022809	0.974675832	0.964277377	0.973113612	0.83690674	0.80630457	0.818430822	0.814553305	0.790733461	0.814460149	0.803801492	0.758653294	0.792016842	0.819120049	0.777321454	0.827859837	0.796401244	0.882598769	0.872531867	0.885144968	0.881365695	0.862449024	0.86605325	0.800644419	0.859555541	0.916178015	0.83385472	0.888486109	0.886780951	0.885582169	0.868603823	0.914072348	0.859927286	0.929539371	0.957720261	0.923824147	0.949898027	0.961825182	0.856680182	0.846731106	0.890332196	0.862851877	0.854303146	0.952378938	0.917381542	0.861487293	0.860270747	0.894749204	0.887789906	0.875230502	0.914388007	0.90935707	0.854411702	0.150644823
POLR3GL	29266	0.76983825	0.733795448	0.726298447	0.744803336	0.809381232	0.86906862	0.83518212	0.79930503	0.788712042	0.813581709	0.884843197	0.781811014	0.803282228	0.761435362	0.80475072	0.803657515	0.828373666	0.772074187	0.819073063	0.824076016	0.785019541	0.609007944	0.723871308	0.59499543	0.806602264	0.827740935	0.791383841	0.796164629	0.810729202	0.487565197	0.475097871	0.505610053	0.734831094	0.740583371	0.769891093	0.746135563	0.246867106	0.134456464	0.181141809	0.336035655	0.706793692	0.729408931	0.698876498	0.687977617	0.724882797	0.686291359	0.525419517	0.521659297	0.546971824	0.581182172	0.684303689	0.642744245	0.644208503	0.970523551	0.966119587	0.98647685	0.996401147	0.973582182	0.991350798	0.991998933	1	0.769063326	0.778058698	0.75318988	0.780380712	0.773546666	0.789103646	0.81435734	0.798211629	0.75827479	0.784234308	0.678429692	0.778500096	0.780604039	0.830476037	0.836896882	0.815531827	0.810866348	0.71887334	0.691574072	0.756352796	0.74442413	0.78742712	0.846961762	0.815481492	0.819676994	0.822045101	0.821696181	0.791912222	0.781714485	0.753232721	0.658826395	0.630624644	0.655210935	0.651281906	0.746155548	0.721785235	0.763977687	0.757188259	0.750042554	0.837057976	0.809487015	0.800139967	0.80680283	0.780657883	0.784960226	0.788113862	0.724096466	0.787308688	0.726031884	0.229884132
POU2AF1	12424	1	0.933825205	0.999366969	0.974686912	0.300711313	0.315114249	0.318885802	0.316206347	0.305236171	0.351730974	0.337075892	0.318037648	0.314172172	0.314520515	0.320893375	0.571621235	0.329191821	0.307721839	0.304046108	0.293794983	0.307734185	0.327113907	0.289132885	0.29526568	0.393870583	0.63528125	0.448854121	0.432263793	0.455484941	0.150594837	0.19213555	0.187237677	0.238660218	0.26469386	0.243184164	0.246879814	0.623816406	0.268774822	0.311230119	0.405094725	0.460794108	0.45535009	0.45270906	0.444761306	0.501825162	0.457179695	0.246018913	0.229378922	0.22896935	0.262191672	0.421489453	0.47150936	0.467682076	0.4621107	0.509795644	0.553780767	0.691235216	0.710456628	0.696319459	0.452228885	0.475016266	0.613617943	0.716375506	0.61572474	0.776424271	0.67108348	0.6511044	0.776744096	0.717346636	0.626790107	0.537464307	0.674262772	0.596849767	0.547390253	0.292215238	0.307183753	0.339979039	0.318879351	0.278513459	0.246757696	0.26239297	0.257001729	0.31606622	0.313915186	0.300359075	0.329908985	0.320677425	0.299010834	0.47743483	0.470460679	0.484686795	0.44762948	0.439577461	0.451653439	0.423351761	0.618754605	0.599714376	0.493846141	0.562442	0.66464842	0.687065617	0.78733478	0.787745671	0.795946994	0.824275781	0.83662683	0.80265331	0.776299484	0.83815466	0.82808337	0.494888238
PPHLN1	30969	0.853188019	0.827637983	0.819855621	0.79996727	0.877255335	0.865526022	0.836126361	0.781820093	0.779069616	0.821250792	0.815444101	0.78957932	0.846803364	0.812852913	0.824864225	0.920798765	0.855464886	0.866904793	0.913015485	0.910651226	0.903401314	0.815923641	0.904853335	0.885242359	0.890418987	0.888254676	0.969976393	1	0.98429534	0.619411303	0.613726035	0.628217279	0.758499156	0.756284196	0.753663694	0.760497185	0.173256711	0.178413252	0.14825128	0.137587052	0.80515521	0.800837952	0.778201696	0.789647205	0.828954758	0.757162479	0.521865456	0.489166087	0.542418791	0.534445074	0.643184083	0.596156923	0.60183283	0.940428694	0.944984103	0.926230934	0.945916827	0.942417366	0.950067203	0.938287665	0.945928194	0.805226086	0.795355567	0.819634477	0.825943935	0.798456669	0.8212359	0.823103886	0.80662979	0.79379959	0.813815756	0.773441739	0.838590745	0.801600334	0.916362242	0.924178919	0.937131786	0.935589366	0.791627438	0.767842737	0.755449955	0.770578217	0.911270535	0.959638329	0.913947775	0.920376482	0.892279778	0.929939718	0.863564868	0.853169984	0.845090626	0.919126622	0.902287228	0.911995865	0.899009969	0.834397632	0.818510679	0.855508012	0.812183387	0.811965046	0.87390955	0.556340487	0.523338167	0.526743433	0.536351338	0.534168731	0.533387737	0.551466794	0.539905509	0.551519936	0.195027179
PPIE	17525	0.8967669	1	0.797230004	0.911012317	0.871491949	0.966276861	0.957328976	0.77426589	0.808695791	0.821793957	0.903789801	0.804460808	0.904705641	0.793914973	0.879532273	0.846653352	0.833750767	0.766093254	0.795826869	0.806886577	0.817455312	0.683718893	0.705997217	0.72282556	0.944305957	0.960258537	0.835409355	0.740492312	0.773343118	0.585339769	0.611318973	0.617184034	0.790326012	0.795165153	0.788943708	0.790304733	0.73196518	0.70588303	0.716312711	0.772746395	0.891862198	0.914868502	0.792193788	0.865518866	0.900314328	0.839945769	0.467603671	0.4641572	0.465939573	0.464815864	0.742209346	0.752388463	0.769278922	0.873719032	0.89889108	0.888019149	0.86712322	0.98316054	0.972842349	0.958861238	0.962936637	0.749360386	0.731345789	0.706781046	0.659290286	0.741726454	0.729469161	0.730570152	0.693452349	0.683853506	0.657630234	0.687443792	0.737861706	0.680657086	0.885312316	0.891102801	0.926903962	0.936635808	0.776902561	0.792015497	0.846359344	0.825478794	0.942127778	0.866004783	0.903210271	0.921044047	0.930787653	0.929370343	0.919777564	0.877557704	0.945722421	0.893788156	0.879553808	0.874413304	0.88901738	0.890325703	0.887458139	0.885778881	0.890669633	0.880538615	0.927180306	0.816062217	0.775066393	0.783398944	0.823256554	0.81665409	0.822330731	0.790327677	0.817837429	0.755950017	0.121502555
PPIF	8659	0.597555281	0.604601045	0.614681103	0.595330818	0.871730003	0.780004584	0.870158504	0.675946967	0.838927133	0.710664048	0.893601856	0.694483272	0.817678096	0.726913998	0.874309367	0.80111377	0.756518647	0.793794215	0.789813324	0.790100443	0.76598527	1	0.978779728	0.973678117	0.799116993	0.799070129	0.714752746	0.718191985	0.718034463	0.583745128	0.588007627	0.579302035	0.63794368	0.641666976	0.639732933	0.640105708	0.657553757	0.55370393	0.42803586	0.5517893	0.722195202	0.728261084	0.724433229	0.741082364	0.733552128	0.699198787	0.966987334	0.921889006	0.909912768	0.944629273	0.940722716	0.887183345	0.877837873	0.722893217	0.670176961	0.699636583	0.690261778	0.673847704	0.699957085	0.633226527	0.667075707	0.534567918	0.544725678	0.536357289	0.576231448	0.566407667	0.532042944	0.520186333	0.505096576	0.60767412	0.544581055	0.698198013	0.554062783	0.569602734	0.790538767	0.775852035	0.774364976	0.778418595	0.602827785	0.606392416	0.648125587	0.703696772	0.798380385	0.828067075	0.783963993	0.753228606	0.784777109	0.79007405	0.607296558	0.626249945	0.61331187	0.612365149	0.635242729	0.636744344	0.63084748	0.581377216	0.579293515	0.609588569	0.581871189	0.587178916	0.612158401	0.728585513	0.782761184	0.758925958	0.783232818	0.786747133	0.826336573	0.810427313	0.780754466	0.821538705	0.258361362
PPIL3	30280	0.733421345	0.859464942	0.822516668	0.801398651	0.79990004	0.837377636	0.75531602	0.75395116	0.859850744	0.736752744	0.846084704	0.760917472	0.907524829	0.740285502	0.88381119	0.881786368	0.869751432	0.883659054	0.869732927	0.88112739	0.894784512	0.590964765	0.739741466	0.566921531	0.842997193	0.871018228	0.909755486	1	0.936960432	0.665501878	0.681603871	0.671822573	0.842550809	0.835619002	0.82840474	0.821471495	0.055074947	0.085278188	0.077027181	0.058050334	0.719591141	0.858604648	0.768954563	0.778964554	0.825404047	0.763632502	0.458658907	0.418660802	0.409651296	0.531652102	0.530836078	0.496540269	0.555736868	0.891999024	0.862052445	0.852811991	0.872830255	0.849945866	0.896200413	0.872758586	0.842637545	0.701547573	0.736529897	0.712363721	0.66824082	0.704652747	0.621578198	0.728925761	0.705810359	0.734172375	0.711894028	0.592361692	0.743599757	0.670223765	0.84381123	0.834547976	0.814777054	0.822017131	0.721905952	0.692129979	0.706184581	0.714783235	0.853672916	0.796276696	0.833817117	0.827525455	0.820281687	0.819789164	0.883064182	0.851789929	0.832616058	0.853997707	0.815084177	0.825833268	0.836170408	0.697287436	0.832668167	0.823267285	0.817499868	0.770640563	0.869150095	0.794684419	0.785354348	0.851511937	0.787765081	0.847381055	0.867383301	0.813549125	0.940194998	0.853595295	0.204559005
PPM1A	11127	0.742754219	0.758974754	0.729417478	0.694722085	0.772978949	0.801697136	0.836869118	0.798893106	0.790592934	0.832526234	0.837633203	0.789364237	0.764348857	0.813163675	0.828009827	0.820291939	0.795345522	0.902237987	0.783275095	0.781686849	0.787030303	0.814502252	0.848226836	0.7947311	0.818373548	0.807451619	0.866388325	0.934603197	0.908612555	0.670990063	0.67649504	0.671344691	0.692160961	0.695815334	0.701861891	0.712286668	0.527876505	0.478458203	0.47170023	0.619888903	0.781401724	0.780275829	0.824487493	0.775494179	0.797597762	0.768335021	0.885946737	0.890550147	0.900129273	0.893146632	0.97829794	0.985215328	1	0.993061884	0.969360107	0.964639435	0.947197261	0.930382919	0.945879793	0.934074436	0.940323832	0.775117847	0.73266128	0.802117981	0.806655039	0.758839753	0.799988092	0.773291798	0.758697572	0.822129887	0.803366539	0.906559464	0.798983526	0.816973375	0.829760079	0.826123945	0.832111745	0.845261598	0.855430704	0.796315979	0.778418657	0.757949233	0.832709538	0.835448425	0.861015206	0.86092193	0.868543731	0.870745275	0.757647639	0.768862212	0.778844213	0.916454619	0.893731641	0.886411045	0.893943391	0.734217059	0.675635179	0.777756111	0.729986248	0.751714938	0.798442652	0.611208645	0.606309083	0.599239523	0.619458947	0.603746136	0.588011349	0.5910835	0.583189752	0.58161568	0.176132543
PPM1K	32654	0.885782055	0.885753567	0.910908799	0.89847135	0.696426491	0.891235254	0.770914775	0.848824926	0.782567738	1	0.794387722	0.923997045	0.876842746	0.967753801	0.820466364	0.708532156	0.595670306	0.526724693	0.68713094	0.679614583	0.682083648	0.795928717	0.833292112	0.856683621	0.737999564	0.764792316	0.837473851	0.856423022	0.830374981	0.390195097	0.396683813	0.416983953	0.530945745	0.539650268	0.531131282	0.528591006	0.317842339	0.165314571	0.248253325	0.339373338	0.659536581	0.666910932	0.665056585	0.691678758	0.662340057	0.659566819	0.596675732	0.534747497	0.559395777	0.584966277	0.602822829	0.594034872	0.608740283	0.754810848	0.809476664	0.786829589	0.778832099	0.823243075	0.811902728	0.81767096	0.816242489	0.887191885	0.914032215	0.923574595	0.878310603	0.901427592	0.853179793	0.843079366	0.83885665	0.880303161	0.878529763	0.810113932	0.911925666	0.881921629	0.85550061	0.843475088	0.848082136	0.841568968	0.589448719	0.720545194	0.709667675	0.674341266	0.858503095	0.849373636	0.905962892	0.880413086	0.85709173	0.892447421	0.845329158	0.823228908	0.81973356	0.714397553	0.698402475	0.712584223	0.719199392	0.833686248	0.830280727	0.81821893	0.817312692	0.818856222	0.884793055	0.759869059	0.689215005	0.705553842	0.617232343	0.641528493	0.575837012	0.608761541	0.633923697	0.592537432	0.227916517
PPP1R15B	30590	0.716390609	0.721520068	0.681428645	0.726210623	0.716624647	0.831698234	0.760717337	0.778382667	0.796743106	0.807569959	0.801531264	0.786337739	0.774453935	0.797176679	0.797433419	0.826937167	0.777245372	0.855435915	0.749892234	0.740228949	0.815304341	1	0.837039181	0.981024037	0.804882463	0.801503196	0.714807642	0.773362005	0.779803379	0.610669902	0.601745602	0.606525735	0.708739172	0.707490026	0.724439235	0.720430133	0.615196336	0.478771995	0.489692413	0.578244621	0.795745203	0.793044226	0.768201463	0.753529277	0.815806998	0.761782655	0.600814946	0.614058392	0.685219625	0.686349136	0.918577236	0.893967389	0.906382631	0.952903306	0.910823766	0.937555039	0.923253733	0.904440604	0.900635542	0.89804291	0.92759489	0.545473316	0.542454028	0.520194927	0.47190491	0.509000558	0.492175018	0.514632786	0.492218147	0.521196279	0.476137596	0.559188242	0.520659006	0.513524759	0.820877333	0.811113946	0.80520773	0.811056969	0.813525288	0.726848451	0.708972907	0.728447945	0.80486453	0.775952855	0.80517298	0.807003961	0.81651956	0.818284562	0.765091476	0.716210235	0.717404926	0.792656566	0.776808595	0.79091459	0.758817146	0.700816979	0.674202745	0.729990293	0.706658088	0.70405961	0.800654851	0.819190283	0.828512836	0.832159687	0.847144912	0.835081596	0.872869231	0.873108656	0.862214322	0.851578343	0.209973625
PPP1R2	9334	0.805110841	0.823996739	0.800764879	0.844285087	0.712419986	0.788914061	0.831304479	0.80961755	0.745453809	0.823913921	0.766249141	0.813550941	0.793603393	0.791488449	0.803504088	0.779491615	0.788607327	0.86533462	0.753145372	0.756986902	0.786871583	0.859734156	0.867857096	0.828385944	0.884498355	0.878561711	0.83254808	0.920021493	0.913339555	0.718172393	0.714101208	0.709591851	0.69135752	0.686956569	0.704088646	0.676254686	0.524361341	0.514451666	0.502259071	0.568937082	0.831168245	0.836906844	0.814191744	0.81711987	0.84593315	0.790115133	0.873883189	0.843461862	0.834187809	0.838009115	0.870918419	0.835460624	0.831083506	0.923286965	0.931102802	0.938988023	0.893462796	0.892587393	0.9193333	0.899225996	0.904324991	0.783108334	0.77156562	0.730641146	0.744338829	0.774132799	0.753397346	0.805240885	0.771462692	0.747336363	0.75403671	0.86283347	0.735853127	0.799532181	0.903244394	0.894827566	0.856512908	0.864852835	0.79433103	0.847201595	0.762952496	0.738732077	0.920157092	0.843337177	0.861103611	0.86243459	0.872202168	0.871103657	0.944803602	0.909156293	0.916428558	0.839450159	0.828969876	0.845678394	0.828166243	0.850963108	0.874660311	0.838377442	0.884484436	0.822156049	0.921483525	0.94901002	0.925588674	0.951149255	0.947604733	0.986636158	0.908140942	1	0.921033454	0.87636071	0.147271523
PPP1R3B	28666	0.504582858	0.536038163	0.524724836	0.545736222	0.457345435	0.750626493	0.530107787	0.613239877	0.546722247	0.757959461	0.527796018	0.64920736	0.778323148	0.738737642	0.586594808	0.507439563	0.488434123	0.821324242	0.452730782	0.456362935	0.561907235	0.492264649	0.518222075	0.450541366	0.506514193	0.55331636	0.786360756	0.814516404	0.84565475	0.488149805	0.495640031	0.493599989	0.660944496	0.66912435	0.649552538	0.626880868	0.388411138	0.321675068	0.321309607	0.359103042	0.58718256	0.562297012	0.710259332	0.571145592	0.542261549	0.516897059	0.791385782	0.849142609	0.890461687	0.825562471	0.974956165	0.99678953	1	0.666695777	0.556805639	0.49911171	0.542193001	0.5494469	0.614728295	0.481959801	0.486055441	0.536561318	0.519157427	0.523438651	0.404689578	0.554591435	0.517807793	0.438264462	0.405261145	0.41379633	0.415257432	0.587465125	0.471068489	0.502897973	0.538358803	0.582011475	0.611984216	0.563666165	0.594223082	0.52342942	0.493940014	0.432542005	0.575973054	0.563278798	0.538811557	0.59743528	0.640737505	0.621153297	0.577578189	0.569797735	0.553920343	0.478755734	0.561613823	0.520680144	0.536696474	0.544109361	0.522424017	0.570548225	0.554427363	0.525012528	0.576127919	0.447902912	0.46510126	0.502355044	0.449087709	0.408813138	0.519340575	0.468328725	0.482975371	0.4932439	0.366747653
PPP2R5E	33903	0.731221241	0.645338492	0.682252614	0.680289455	0.756604177	0.868193995	0.812505038	0.800886694	0.837424248	0.809566137	0.832636447	0.813419819	0.85606161	0.816041701	0.844971459	0.748938066	0.773661438	0.684814584	0.78355748	0.780858161	0.755969489	0.749078866	0.779733331	0.751951777	0.87325673	0.863323006	0.895612041	0.949290192	0.934531913	0.509623074	0.540438042	0.494456207	0.775183785	0.778446097	0.776320821	0.769784551	0.498021913	0.347932507	0.416893111	0.501755102	0.696146432	0.70499073	0.67381414	0.687015139	0.716258933	0.665213435	0.582019964	0.582670983	0.567662207	0.582036189	0.612435794	0.582824941	0.566537422	0.987254011	0.984671383	1	0.965732149	0.966018418	0.984395596	0.970902687	0.969196285	0.704716563	0.717341024	0.675236868	0.695406239	0.736652323	0.702614006	0.727527705	0.711191824	0.715110601	0.719016421	0.603417914	0.668454267	0.690493511	0.897704457	0.902289553	0.906333415	0.896428601	0.782157135	0.801088699	0.802732302	0.785169256	0.875819465	0.872194721	0.892549115	0.904332952	0.889704715	0.903787219	0.723709047	0.687232687	0.693560576	0.753935346	0.768544561	0.759631696	0.791315117	0.693203261	0.643745399	0.718743276	0.664803364	0.694866067	0.738037183	0.697331312	0.679789664	0.696051261	0.702391583	0.67786241	0.67843357	0.634964902	0.676458102	0.65831637	0.223556606
PPP3CA	9624	0.822167478	0.880237924	0.839170095	0.839390337	0.82883714	0.842930236	0.824691306	0.895971661	0.957236397	0.944245585	0.926538506	0.81922646	0.927208817	0.850958624	0.843360823	0.834158859	0.827852216	0.793146533	0.825038474	0.843638735	0.829069751	0.8149157	0.838027399	0.791353349	0.853934202	0.848425321	0.752707841	0.89571655	0.827165581	0.592202317	0.599903016	0.562282847	0.729647922	0.727967891	0.723827797	0.716105838	0.501601741	0.386255577	0.437116298	0.51252716	0.822027636	0.827093435	0.803869326	0.805297357	0.838011322	0.773710367	0.876934191	0.880751857	0.874987812	0.835017295	0.971560138	0.956848864	0.960606964	0.979791875	0.98962964	1	0.978769531	0.976275479	0.966547784	0.967342923	0.976603833	0.749805702	0.758459073	0.712025873	0.706520872	0.78492174	0.755167066	0.818369456	0.768341605	0.710166499	0.689406572	0.689935527	0.718627341	0.745935675	0.910160991	0.870876045	0.883859924	0.880323259	0.744735841	0.769713596	0.800410762	0.814863435	0.93396189	0.863619208	0.922339869	0.893643559	0.922218181	0.902262076	0.771967015	0.709992055	0.75493417	0.767811526	0.738379126	0.728981901	0.746250763	0.748000817	0.667769936	0.774963991	0.752353591	0.732910012	0.757949516	0.773547893	0.728362688	0.785066929	0.746233972	0.740325729	0.768741555	0.654326902	0.661678372	0.655485169	0.172077455
PPP4R1	8764	0.671768598	0.63241687	0.645171273	0.673332153	0.775529612	0.771422046	0.770770452	0.782210884	0.761960361	0.799498775	0.803454486	0.79434428	0.725424054	0.815046379	0.803142665	0.797837365	0.807312916	0.803822462	0.786316258	0.793475568	0.794250136	0.810307116	0.840512318	0.79503018	0.703320755	0.696783321	0.809221732	0.80548232	0.804936623	0.539471485	0.537541879	0.528984757	0.595090129	0.587967082	0.595993099	0.60261748	0.355846909	0.257796063	0.300612087	0.368069259	0.788113107	0.768942479	0.825587281	0.737253304	0.788875321	0.73563619	0.83519424	0.866982732	0.869845666	0.835373836	0.997591122	1	0.991141748	0.794009076	0.788983802	0.77895396	0.775885483	0.786178436	0.797094115	0.781342065	0.772971302	0.564179377	0.591532952	0.545174335	0.539766664	0.579093774	0.570234906	0.579251524	0.571386864	0.530614642	0.54887957	0.587393573	0.530825866	0.536125595	0.726772581	0.74871258	0.768311842	0.761666531	0.624989081	0.658077761	0.658576864	0.667790538	0.718845146	0.748267954	0.759327707	0.769527036	0.729644451	0.791442883	0.707157246	0.677851035	0.683176524	0.713962144	0.723138009	0.731349047	0.717875645	0.637643945	0.590600877	0.687770546	0.616450091	0.634393405	0.705725736	0.725474044	0.716534545	0.711943199	0.730675237	0.744410806	0.7132294	0.718276605	0.712898591	0.705034347	0.282330437
PRAME	11247	0.52643973	0.544610104	0.515224249	0.55427253	0.452609347	0.495866615	0.520894141	0.442546889	0.444149865	0.486225116	0.465019171	0.433547086	0.438655375	0.426001695	0.433320518	0.424819672	0.447915173	0.393338098	0.407551606	0.410487559	0.420028652	0.397236795	0.401148786	0.414687614	0.377739392	0.388868272	0.560513033	0.571056856	0.535508887	0.157284254	0.170856286	0.146490722	0.992363863	0.990370976	1	0.994352065	0.125996569	0.176914494	0.173231218	0.106170318	0.501822488	0.515891464	0.534919284	0.518684568	0.519599378	0.49603805	0.333398758	0.331295482	0.344593221	0.279137313	0.540306694	0.544708489	0.556068938	0.534550305	0.516589	0.572959782	0.576249539	0.504494429	0.485926512	0.526031012	0.499795056	0.374178078	0.327319715	0.381435072	0.401971147	0.389508296	0.425130061	0.419930838	0.41698357	0.396115709	0.359860191	0.389509123	0.378935793	0.400224016	0.429418475	0.441086809	0.416720506	0.422161775	0.319387748	0.316632434	0.352085808	0.291266317	0.389117338	0.427740031	0.415017771	0.402979155	0.399566499	0.405352801	0.555435558	0.518373535	0.539554155	0.504160723	0.514805893	0.510037384	0.534590036	0.553133998	0.572410184	0.53225926	0.584386693	0.55443414	0.526986823	0.380527115	0.402443902	0.414265147	0.409226835	0.408841935	0.420511695	0.399602978	0.408388789	0.386470019	0.524758276
